Type,Name,Address,Rooms,Grade,District,PS/MC/UC,Logitiute,Latitude,AGA Division
bangalows,villa capers,"26,chandralekha mawatha, colombo 08",5,deluxe,colombo,colombo divisional secretariat,79.883241,6.915085,colombo
bangalows,tappers village estate bangalow,"jayasundarakele, epitawala watte, epitawala, kiriella",4,deluxe,ratnapura,kiriella divisional secretariat,80.244119,6.743342,kuruwita pradeshiya sabha
bangalows,lavonrich bunglow,"no:154,meegolla watta,nalanda",3,superior,matale,naula divisional secretariat,nan,nan,matale
bangalows,marley's beach house,"matara road, mihiripanna, thalpe, galle",2,deluxe,galle,galle divisional secretariat,nan,nan,galle
bangalows,waves,"turtle reach, kapuhenwala road, marakolliya, tangalle",4,deluxe,hambantota,tangalle divisional secretariat,nan,nan,tangalle pradeshiya sabha
bangalows,niselro holiday villa,"no. 915a/11, pallakele village, kundasale, kandy",4,deluxe,kandy,kundasale divisional secretariat,nan,nan,kundasle
bangalows,kandy cottage,"no. 160, lady gordon drive, kandy",3,superior,kandy,kandy divisional secretariat,80.639766,7.301451,kandy
bangalows,akkara dahaya,"victors land, kiriweldola rd, batayaya, deniyaya",3,deluxe,matara,matara divisional secretariat,80.545213,6.358469,matara
bangalows,villa tara,"sarath gunawardana mawatha, waulugoda, 2nd cross street, hikkaduwa, sri lanka",5,deluxe,galle,galle divisional secretariat,80.102254,6.135854,galle
bangalows,natures bliss holidays,"112/6, hettiyawatta, elapitiwala, ragama",3,superior,gampaha,wattala divisional secretariat,79.90494,7.01558,wattala pradeshiya sabha
bangalows,mount view bunglow,"58/a,indigahagodalla,akuressa road,yakkalamulla.",2,superior,galle,yakkalamulla divisional secretariat,nan,nan,galle
bangalows,the cove,193 porutota road kochchikade,3,deluxe,gampaha,gampaha divisional secretariat,79.842018,7.250783,negombo
bangalows,galle hill top,"palagalagodakanda, navinna, uluvitike (galle)",5,superior,galle,thumpane divisional secretariat,80.209678,6.06871,bope
bangalows,25 rampart street,"no.25, rampart stret, fort, galle.",4,deluxe,galle,galle divisional secretariat,nan,nan,galle
bangalows,serendiva,"39,ranthotuwila road,haburugala,bentota.",4,deluxe,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
bangalows,diamond hills villa,"bogahamula hena, thambilideniya, mahawela",3,deluxe,matale,pallepola divisional secretariat,nan,nan,matale
bangalows,palm heaven,"stadium road, ulhitiyawa, wennappuwa.",3,deluxe,puttalam,negombo divisional secretariat,nan,nan,negombo
bangalows,villa alice and friends,"no.110c, hanathotupola road, nainamadama (east)",4,deluxe,gampaha,negombo divisional secretariat,79.840965,7.31502,negombo
bangalows,diyanillakelle estate bungalow,"diyanillakelle estate bungalow, diyanillakelle estate,lindula.",5,deluxe,nuwara eliya,nuwara eliya divisional secretariat,80.669435,6.903036,nuwara eliya
bangalows,burthars bungalow,"226/1,moonplains mahagastota,nuwara eliya",3,superior,nuwara eliya,nuwara eliya divisional secretariat,nan,nan,nuwara eliya
bangalows,the villa,"no.49/37, nagahamulla road, pelawatte, battaramulla.",4,deluxe,colombo,battaramulla,nan,nan,colombo
bangalows,sayorisathuru villa.,no 285/9 somahimi mawatha kothalawala kaduwela.,4,standard,colombo,kaduwela divisional secretariat,nan,nan,kaduwela pradeshiya sabha
bangalows,villa glenloch,"48,glenloch estate,katukitula.",5,deluxe,nuwara eliya,kothmale divisional secretariat,80.680021,7.078737,nuwara eliya
bangalows,the saffron house,"wetakeiyagahahena, pehembiya, dickwella.",4,deluxe,matara,dickwella divisional secretariat,80.704002,5.959839,dickwella
bangalows,stay kandy,"no.79/63p, dodanwala passage, kandy.",4,superior,kandy,kandy divisional secretariat,nan,nan,kandy
bangalows,villa 17,"17th mile post, kalpitiya road, kandakudawa.",3,superior,puttalam,kalpitiya divisional secretariat,nan,nan,kalpitiya pradeshiya sabha
bangalows,pointe sud,"madiha,kamburugamuwa,godakanda,matara.",5,deluxe,matara,matara divisional secretariat,nan,nan,matara
bangalows,samauyana holiday bungalow,"kadugannawa road, bowala, gampola.",5,deluxe,kandy,gampola divisional secretariat,80.562739,7.251451,gampola
bangalows,the greendale-watawala,"63rd mile post, watawala tea estate, avissawella-hatton rd, watawala.",3,standard,nuwara eliya,ambagamuwa divisional secretariat,80.545954,6.934554,ambagamuwa pradeshiya sabha
bangalows,raja house,"39a, 39a/1, rajasinghe road, colombo 06.",4,deluxe,colombo,colombo divisional secretariat,79.859458,6.868215,colombo
bangalows,havelock sanctuary,"425/15, havelock road, colombo 06.",3,deluxe,colombo,thimbirigasyaya divisional secretariat,79.868829,6.879174,colombo
bangalows,basilea guest,"282/5, diyarilla road, moragalla, beruwala",6,superior,kalutara,beruwala divisional secretariat,79.986403,6.454283,beruwala pradeshiya sabha
bangalows,stuart house,"no.08, mihindu mawatha, tangalle.",3,deluxe,hambantota,tangalle divisional secretariat,nan,nan,tangalle pradeshiya sabha
bangalows,paradise cove,"paradise cove, hanwella, nilwella road, dickwella.",5,superior,matara,dickwella divisional secretariat,nan,nan,dickwella
bangalows,thirasara holiday resort,"no.279, mahasenpura, tissamaharamaya.",5,superior,hambantota,thissamaharama divisional secretariat,81.299168,6.297342,thissamaharama
bangalows,ads bungalow,"no.156/14, 2nd stage, andagala estate, bamunugedara, kurunegala.",5,superior,kurunegala,kurunegala divisional secretariat,80.371217,7.504404,kurunegala
bangalows,riverpool holiday bungalow,"no.01, baranda colony, kataboola-nawalapitiya.",4,standard,kandy,pasbage korale divisional secretariat,80.584803,7.014959,pasbage korale pradeshiya sabha
bangalows,218 holiday resort,218-ketawala-lewla(via kandy),3,standard,kandy,gagawata,80.67853,7.258813,kandy
bangalows,villa amore mio beach,"galle road,habakkala,maha induruwa,80510",6,superior,galle,benthota divisional secretariat,80.012281,6.365953,bentota pradeshiya sabha
bangalows,i.j. lake view holiday bungalow,"no.66a, bonavista road, nuwaraeliya.",3,superior,nuwara eliya,nuwara eliya divisional secretariat,80.774988,6.955038,nuwara eliya
bangalows,snowdrop,"no.77,st-joseph mawatha,ettukala,negombo.",5,superior,gampaha,negombo divisional secretariat,79.844519,7.241739,negombo
bangalows,sagala,"386/1 galle road, kaluthara north",3,deluxe,kalutara,kalutara divisional secretariat,nan,nan,kalutara pradeshiya sabha
bangalows,strathdon bungalow,"strathdon estate, (hatton-awissawella road), hatton.",4,deluxe,nuwara eliya,ambagamuwa divisional secretariat,nan,nan,hatton-dickoya
bangalows,sri beach,"beach road, mudukatuwa north, marawila.",4,superior,puttalam,nattandiya divisional secretariat,79.818184,7.407049,nattandiya pradeshiya sabha
bangalows,samudra villa,"talimuddara gewatta,matara road,talpe.",2,deluxe,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
bangalows,aqua beach,"gurupokuna, hungama.",4,superior,hambantota,tangalle divisional secretariat,nan,nan,tangalle pradeshiya sabha
bangalows,royal guest house,"351/8/a, rankothvehera road, nisshankamallapura, polonnaruwa.",4,standard,polonnaruwa,thamankaduwa divisional secretariat,nan,nan,polonnaruwa
bangalows,galaha tea bungalow,"galaha estate big bungalow,moragolla road,galaha.",4,deluxe,kandy,delthota divisional secretariat,80.663933,7.203967,kandy
bangalows,sanctuary,"victoria golf course,rajawella,digana,kandy.",4,deluxe,kandy,medadumbara divisional secretariat,nan,nan,kandy
bangalows,the stream,"pahiyan valley,niggaha,bulathsinhala.",3,deluxe,kalutara,bulathsinhala divisional secretariat,nan,nan,bulathsinhala pradeshiya sabha
bangalows,villa atulya,"muhudu mawatha, welikade, thalaramba, kamburugamuwa.",6,deluxe,matara,weligama divisional secretariat,80.474229,5.937654,weligama pradeshiya sabha
bangalows,albany nuwara eliya,"11/4, upper lake road, nuwara eliya",4,deluxe,nuwara eliya,nuwara eliya divisional secretariat,80.773455,6.969254,nuwara eliya
bangalows,king fisher leisure,"malimiya watta,yaddehimulla road,unawatuna,galle.",4,deluxe,galle,habaraduwa divisional secretariat,80.244339,6.008391,habaraduwa
bangalows,bentota river villa,"no:72,mihiripenna road,dharga town - 12090",4,superior,kalutara,beruwala divisional secretariat,nan,nan,beruwala pradeshiya sabha
bangalows,lumbini lagoon.,"mirihanawaththa,kathaluwa.ahangama.",4,deluxe,galle,habaraduwa divisional secretariat,80.345444,5.987618,habaraduwa
bangalows,mihiri beach house,"sanuk holding,mihiri beach house,matara road,talpe",4,deluxe,galle,habaraduwa divisional secretariat,80.265508,5.999711,habaraduwa
bangalows,villa goodwill paradise,"no:5/23 b,pinkanda road,thiranagama,hikkaduwa",5,superior,galle,hikkaduwa divisional secretariat,80.115051,6.122144,hikkaduwa
bangalows,belpeak cottage,"belpeak cottage, galagama, belihuloya",2,standard,ratnapura,imbulpe divisional secretariat,80.768507,6.720504,ratnapura
bangalows,sakara holiday bungalow,"no:55/7,rasika,vishudharama mawatha,ahangama",4,deluxe,galle,galle divisional secretariat,80.373961,5.97099,habaraduwa
bangalows,elysium,"no: 776/2, matara road ,mihiripenna ,talpe.",5,deluxe,galle,habaraduwa divisional secretariat,80.270811,5.998461,habaraduwa
bangalows,far horizons villa,"far horizons villa, unawatuna kanda, unawatuna, galle",5,deluxe,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
bangalows,ran dalu uyana,"no.370/8, colombo road, gorakana, keselwatta, moratuwa",2,superior,kalutara,panadura divisional secretariat,nan,nan,moratuwa
bangalows,riverine country house,"no: 393 ,dutugemunu mawathe , marwilmadu,kandy",5,deluxe,kandy,kandy divisional secretariat,nan,nan,kandy
bangalows,kanda holiday bungalow,"no.104, paradise park, hantana, kandy",3,superior,kandy,gagawata,80.63132,7.279461,gagawata koralya
bangalows,villa safira ayurveda residence,"yalegama, miriswatte road, gonagala, induruwa",4,deluxe,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
